"","Last Team","New Team","total_nil_valuation","avg_valuation","number_athletes","CurrentConference.x","address_last","lat_last","long_last","CurrentConference.y","address_new","lat_new","long_new"
"146","washington huskies","ole miss rebels",77000,77000,1,"Pac-12[n 19]","Seattle, WA",47.6038321,-122.330062,"SEC","University[n 18], MS",43.7978613,-79.3919089889469
"147","ucf knights","ole miss rebels",76000,76000,1,"Big 12","Orlando[n 27], FL",28.5421109,-81.3790304,"SEC","University[n 18], MS",43.7978613,-79.3919089889469
"148","florida gators","lsu tigers",75000,75000,1,"SEC","Gainesville, FL",29.6519684,-82.3249846,"SEC","Baton Rouge, LA",30.4494155,-91.1869659
"149","memphis tigers","ole miss rebels",75000,75000,1,"American","Memphis, TN",35.1460249,-90.0517638,"SEC","University[n 18], MS",43.7978613,-79.3919089889469
"150","alabama crimson tide","tcu horned frogs",74000,24666.67,3,"SEC","Tuscaloosa, AL",33.2095614,-87.5675258,"Big 12","Fort Worth, TX",32.753177,-97.3327459
"151","oklahoma sooners","missouri tigers",73000,73000,1,"Big 12[n 17]","Norman, OK",35.2225717,-97.4394816,"SEC","Columbia, MO",38.951883,-92.3337366
"152","oklahoma state cowboys","oklahoma sooners",73000,73000,1,"Big 12","Stillwater, OK",36.1156306,-97.0585717,"Big 12[n 17]","Norman, OK",35.2225717,-97.4394816
"153","arizona wildcats","lsu tigers",72000,72000,1,"Pac-12[n 3]","Tucson, AZ",32.2228765,-110.974847,"SEC","Baton Rouge, LA",30.4494155,-91.1869659
"154","west virginia mountaineers","lsu tigers",72000,72000,1,"Big 12","Morgantown, WV",39.6296809,-79.9559437,"SEC","Baton Rouge, LA",30.4494155,-91.1869659
"155","minnesota golden gophers","rutgers scarlet knights",70000,70000,1,"Big Ten","Minneapolis, MN",44.9772995,-93.2654692,"Big Ten","Piscataway[n 22], NJ",40.5462553,-74.4660408
"156","south carolina gamecocks","oregon ducks",70000,70000,1,"SEC","Columbia, SC",34.0003117,-81.0331309,"Pac-12[n 19]","Eugene, OR",44.0505054,-123.0950506
"157","ohio state buckeyes","notre dame fighting irish",69000,69000,1,"Big Ten","Columbus, OH",39.9622601,-83.0007065,"Independent","South Bend, IN",41.6833813,-86.2500066
"158","texas tech red raiders","oklahoma sooners",69000,69000,1,"Big 12","Lubbock, TX",33.5855677,-101.8470215,"Big 12[n 17]","Norman, OK",35.2225717,-97.4394816
"159","kentucky wildcats","colorado buffaloes",68000,68000,1,"SEC","Lexington, KY",38.0464066,-84.4970393,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"160","ole miss rebels","oregon ducks",68000,34000,2,"SEC","University[n 18], MS",43.7978613,-79.3919089889469,"Pac-12[n 19]","Eugene, OR",44.0505054,-123.0950506
"161","southeastern louisiana lions","lsu tigers",68000,68000,1,"Southland","Hammond, Louisiana",30.5043583,-90.4611995,"SEC","Baton Rouge, LA",30.4494155,-91.1869659
"162","wake forest demon deacons","oklahoma sooners",68000,68000,1,"ACC","Winston-Salem, NC",36.0998131,-80.2440518,"Big 12[n 17]","Norman, OK",35.2225717,-97.4394816
"163","notre dame fighting irish","alabama crimson tide",67000,67000,1,"Independent","South Bend, IN",41.6833813,-86.2500066,"SEC","Tuscaloosa, AL",33.2095614,-87.5675258
"164","usc trojans","oregon ducks",67000,67000,1,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766,"Pac-12[n 19]","Eugene, OR",44.0505054,-123.0950506
"165","georgia bulldogs","arkansas razorbacks",66000,66000,1,"SEC","Athens, GA",33.9597677,-83.376398,"SEC","Fayetteville, AR",36.0625843,-94.1574328
"166","oklahoma sooners","new mexico state aggies",66000,66000,1,"Big 12[n 17]","Norman, OK",35.2225717,-97.4394816,"C-USA","Las Cruces, NM",32.3140354,-106.779807
"167","bowling green falcons","arkansas razorbacks",65000,65000,1,"MAC","Bowling Green, OH",41.3747744,-83.6513229,"SEC","Fayetteville, AR",36.0625843,-94.1574328
"168","nebraska cornhuskers","michigan wolverines",65000,65000,1,"Big Ten","Lincoln, NE",40.8088861,-96.7077751,"Big Ten","Ann Arbor, MI",42.2813722,-83.7484616
"169","usc trojans","wisconsin badgers",65000,65000,1,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766,"Big Ten","Madison, WI",43.074761,-89.3837613
"170","arkansas razorbacks","colorado buffaloes",64000,32000,2,"SEC","Fayetteville, AR",36.0625843,-94.1574328,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"171","clemson tigers","colorado buffaloes",64000,64000,1,"ACC","Clemson, SC",34.6850749,-82.8364111,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"172","mississippi state bulldogs","baylor bears",63000,63000,1,"SEC","Mississippi State[n 14], MS",30.3818646,-89.0439248,"Big 12","Waco, TX",31.5491899,-97.1474628
"173","tcu horned frogs","arkansas razorbacks",63000,63000,1,"Big 12","Fort Worth, TX",32.753177,-97.3327459,"SEC","Fayetteville, AR",36.0625843,-94.1574328
"174","tennessee volunteers","california golden bears",62000,62000,1,"SEC","Knoxville, TN",35.9603948,-83.9210261,"Pac-12[n 6]","Berkeley, CA",37.8708393,-122.272863
"175","notre dame fighting irish","oklahoma sooners",61000,61000,1,"Independent","South Bend, IN",41.6833813,-86.2500066,"Big 12[n 17]","Norman, OK",35.2225717,-97.4394816
"176","florida gators","south carolina gamecocks",60000,60000,1,"SEC","Gainesville, FL",29.6519684,-82.3249846,"SEC","Columbia, SC",34.0003117,-81.0331309
"177","alabama crimson tide","colorado buffaloes",0,0,1,"SEC","Tuscaloosa, AL",33.2095614,-87.5675258,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"178","alabama crimson tide","florida atlantic owls",0,0,1,"SEC","Tuscaloosa, AL",33.2095614,-87.5675258,"American","Boca Raton, FL",26.3586885,-80.0830984
"179","alabama crimson tide","georgia tech yellow jackets",0,0,1,"SEC","Tuscaloosa, AL",33.2095614,-87.5675258,"ACC","Atlanta, GA",33.7489924,-84.3902644
"180","alabama crimson tide","houston cougars",0,0,1,"SEC","Tuscaloosa, AL",33.2095614,-87.5675258,"Big 12","Houston, TX",29.7589382,-95.3676974
"181","alabama crimson tide","syracuse orange",0,0,1,"SEC","Tuscaloosa, AL",33.2095614,-87.5675258,"ACC","Syracuse, NY",43.0481221,-76.1474244
"182","alabama crimson tide","usc trojans",0,0,1,"SEC","Tuscaloosa, AL",33.2095614,-87.5675258,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766
"183","appalachian state mountaineers","marshall thundering herd",0,0,1,"Sun Belt","Boone, NC",36.2165362,-81.6746158,"Sun Belt","Huntington, WV",38.4192496,-82.445154
"184","appalachian state mountaineers","oklahoma sooners",0,0,1,"Sun Belt","Boone, NC",36.2165362,-81.6746158,"Big 12[n 17]","Norman, OK",35.2225717,-97.4394816
"185","arizona state sun devils","colorado buffaloes",0,0,1,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"186","arizona state sun devils","michigan wolverines",0,0,1,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164,"Big Ten","Ann Arbor, MI",42.2813722,-83.7484616
"187","arizona state sun devils","ohio state buckeyes",0,0,1,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164,"Big Ten","Columbus, OH",39.9622601,-83.0007065
"188","arizona state sun devils","tennessee volunteers",0,0,1,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164,"SEC","Knoxville, TN",35.9603948,-83.9210261
"189","arizona state sun devils","ucf knights",0,0,1,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164,"Big 12","Orlando[n 27], FL",28.5421109,-81.3790304
"190","arizona state sun devils","usc trojans",0,0,1,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766
"191","arizona state sun devils","washington huskies",0,0,1,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164,"Pac-12[n 19]","Seattle, WA",47.6038321,-122.330062
"192","arizona wildcats","unlv rebels",0,0,1,"Pac-12[n 3]","Tucson, AZ",32.2228765,-110.974847,"Mountain West","Las Vegas[n 29], NV",36.1672559,-115.148516
"193","arkansas razorbacks","memphis tigers",0,0,1,"SEC","Fayetteville, AR",36.0625843,-94.1574328,"American","Memphis, TN",35.1460249,-90.0517638
"194","arkansas razorbacks","purdue boilermakers",0,0,1,"SEC","Fayetteville, AR",36.0625843,-94.1574328,"Big Ten","West Lafayette, IN",40.4258686,-86.9080655
"195","arkansas razorbacks","uab blazers",0,0,1,"SEC","Fayetteville, AR",36.0625843,-94.1574328,"American","Birmingham, AL",33.5206824,-86.8024326
"196","arkansas state red wolves","central michigan chippewas",0,0,1,"Sun Belt","Jonesboro, AR",35.8272257,-90.6949871,"MAC","Mount Pleasant, MI",33.1570582,-94.9694007
"197","arkansas state red wolves","colorado buffaloes",0,0,1,"Sun Belt","Jonesboro, AR",35.8272257,-90.6949871,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"198","arkansas state red wolves","james madison dukes",0,0,1,"Sun Belt","Jonesboro, AR",35.8272257,-90.6949871,"Sun Belt","Harrisonburg, VA",38.4493315,-78.8688833
"199","army black knights","ucla bruins",0,0,1,"Independent[n 4]","West Point, NY",40.8512481,-72.5359869,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766
"200","auburn tigers","kansas jayhawks",0,0,1,"SEC","Auburn, AL",32.6405377,-85.4626848,"Big 12","Lawrence, KS",38.9719384,-95.2359496
"201","auburn tigers","purdue boilermakers",0,0,1,"SEC","Auburn, AL",32.6405377,-85.4626848,"Big Ten","West Lafayette, IN",40.4258686,-86.9080655
"202","auburn tigers","utah utes",0,0,1,"SEC","Auburn, AL",32.6405377,-85.4626848,"Pac-12[n 3]","Salt Lake City, UT",40.7596198,-111.886797
"203","austin peay governors","arizona state sun devils",0,0,1,"UAC","Clarksville, Tennessee",36.5277607,-87.3588703,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164
"204","austin peay governors","indiana hoosiers",0,0,1,"UAC","Clarksville, Tennessee",36.5277607,-87.3588703,"Big Ten","Bloomington, IN",39.1670396,-86.5342881
"205","austin peay governors","texas tech red raiders",0,0,1,"UAC","Clarksville, Tennessee",36.5277607,-87.3588703,"Big 12","Lubbock, TX",33.5855677,-101.8470215
"206","baylor bears","arkansas razorbacks",0,0,2,"Big 12","Waco, TX",31.5491899,-97.1474628,"SEC","Fayetteville, AR",36.0625843,-94.1574328
"207","baylor bears","louisville cardinals",0,0,1,"Big 12","Waco, TX",31.5491899,-97.1474628,"ACC","Louisville, KY",38.2542376,-85.759407
"208","baylor bears","north texas mean green",0,0,1,"Big 12","Waco, TX",31.5491899,-97.1474628,"American","Denton, TX",33.1838787,-97.1413417
"209","boise state broncos","byu cougars",0,0,1,"Mountain West","Boise, ID",43.6166163,-116.200886,"Big 12","Provo, UT",40.2337289,-111.6587085
"210","boise state broncos","louisiana tech bulldogs",0,0,1,"Mountain West","Boise, ID",43.6166163,-116.200886,"C-USA","Ruston, LA",32.5232053,-92.637927
"211","boise state broncos","michigan state spartans",0,0,1,"Mountain West","Boise, ID",43.6166163,-116.200886,"Big Ten","East Lansing, MI",42.7320307,-84.4721678
"212","boston college eagles","pittsburgh panthers",0,0,1,"ACC","Chestnut Hill, MA",42.3306529,-71.1661647,"ACC","Pittsburgh[n 21], PA",40.4416941,-79.9900861
"213","bowling green falcons","kansas jayhawks",0,0,1,"MAC","Bowling Green, OH",41.3747744,-83.6513229,"Big 12","Lawrence, KS",38.9719384,-95.2359496
"214","bowling green falcons","purdue boilermakers",0,0,1,"MAC","Bowling Green, OH",41.3747744,-83.6513229,"Big Ten","West Lafayette, IN",40.4258686,-86.9080655
"215","bowling green falcons","ucla bruins",0,0,1,"MAC","Bowling Green, OH",41.3747744,-83.6513229,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766
"216","buffalo bulls","unlv rebels",0,0,1,"MAC","Buffalo, NY",42.8867166,-78.8783922,"Mountain West","Las Vegas[n 29], NV",36.1672559,-115.148516
"217","buffalo bulls","western kentucky hilltoppers",0,0,1,"MAC","Buffalo, NY",42.8867166,-78.8783922,"C-USA","Bowling Green, KY",36.9903199,-86.4436018
"218","byu cougars","baylor bears",0,0,2,"Big 12","Provo, UT",40.2337289,-111.6587085,"Big 12","Waco, TX",31.5491899,-97.1474628
"219","byu cougars","colorado state rams",0,0,1,"Big 12","Provo, UT",40.2337289,-111.6587085,"Mountain West","Fort Collins, CO",40.5871782,-105.0770113
"220","byu cougars","tennessee volunteers",0,0,1,"Big 12","Provo, UT",40.2337289,-111.6587085,"SEC","Knoxville, TN",35.9603948,-83.9210261
"221","cal poly mustangs","washington huskies",0,0,1,"Big Sky","San Luis Obispo, California",35.3540209,-120.375716,"Pac-12[n 19]","Seattle, WA",47.6038321,-122.330062
"222","california golden bears","arizona state sun devils",0,0,4,"Pac-12[n 6]","Berkeley, CA",37.8708393,-122.272863,"Pac-12[n 3]","Tempe, AZ",33.4255117,-111.9400164
"223","california golden bears","kansas jayhawks",0,0,1,"Pac-12[n 6]","Berkeley, CA",37.8708393,-122.272863,"Big 12","Lawrence, KS",38.9719384,-95.2359496
"224","california golden bears","nevada wolf pack",0,0,1,"Pac-12[n 6]","Berkeley, CA",37.8708393,-122.272863,"Mountain West","Reno, NV",39.5261206,-119.8126581
"225","california golden bears","oregon state beavers",0,0,1,"Pac-12[n 6]","Berkeley, CA",37.8708393,-122.272863,"Pac-12","Corvallis, OR",44.5645659,-123.2620435
"226","central michigan chippewas","oklahoma sooners",0,0,1,"MAC","Mount Pleasant, MI",33.1570582,-94.9694007,"Big 12[n 17]","Norman, OK",35.2225717,-97.4394816
"227","charlotte 49ers","james madison dukes",0,0,1,"American","Charlotte, NC",35.2272086,-80.8430827,"Sun Belt","Harrisonburg, VA",38.4493315,-78.8688833
"228","charlotte 49ers","minnesota golden gophers",0,0,1,"American","Charlotte, NC",35.2272086,-80.8430827,"Big Ten","Minneapolis, MN",44.9772995,-93.2654692
"229","cincinnati bearcats","arkansas razorbacks",0,0,1,"Big 12","Cincinnati, OH",39.1014537,-84.5124602,"SEC","Fayetteville, AR",36.0625843,-94.1574328
"230","cincinnati bearcats","kentucky wildcats",0,0,1,"Big 12","Cincinnati, OH",39.1014537,-84.5124602,"SEC","Lexington, KY",38.0464066,-84.4970393
"231","cincinnati bearcats","maryland terrapins",0,0,1,"Big 12","Cincinnati, OH",39.1014537,-84.5124602,"Big Ten","College Park, MD",38.980666,-76.9369189
"232","cincinnati bearcats","nc state wolfpack",0,0,1,"Big 12","Cincinnati, OH",39.1014537,-84.5124602,"ACC","Raleigh, NC",35.7803977,-78.6390989
"233","cincinnati bearcats","north carolina tar heels",0,0,1,"Big 12","Cincinnati, OH",39.1014537,-84.5124602,"ACC","Chapel Hill, NC",35.9131542,-79.05578
"234","cincinnati bearcats","northwestern wildcats",0,0,1,"Big 12","Cincinnati, OH",39.1014537,-84.5124602,"Big Ten","Evanston, IL",42.0470043,-87.6846053
"235","cincinnati bearcats","wisconsin badgers",0,0,2,"Big 12","Cincinnati, OH",39.1014537,-84.5124602,"Big Ten","Madison, WI",43.074761,-89.3837613
"236","clemson tigers","ucf knights",0,0,1,"ACC","Clemson, SC",34.6850749,-82.8364111,"Big 12","Orlando[n 27], FL",28.5421109,-81.3790304
"237","clemson tigers","virginia cavaliers",0,0,1,"ACC","Clemson, SC",34.6850749,-82.8364111,"ACC","Charlottesville, VA",38.029306,-78.4766781
"238","coastal carolina chanticleers","michigan wolverines",0,0,1,"Sun Belt","Conway, SC",33.8360035,-79.0478143,"Big Ten","Ann Arbor, MI",42.2813722,-83.7484616
"239","coastal carolina chanticleers","north carolina tar heels",0,0,1,"Sun Belt","Conway, SC",33.8360035,-79.0478143,"ACC","Chapel Hill, NC",35.9131542,-79.05578
"240","colorado buffaloes","hawaii rainbow warriors",0,0,1,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545,"Mountain West[n 9]","Honolulu, HI",21.304547,-157.855676
"241","colorado buffaloes","michigan state spartans",0,0,1,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545,"Big Ten","East Lansing, MI",42.7320307,-84.4721678
"242","colorado buffaloes","utah utes",0,0,1,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545,"Pac-12[n 3]","Salt Lake City, UT",40.7596198,-111.886797
"243","colorado state rams","illinois fighting illini",0,0,1,"Mountain West","Fort Collins, CO",40.5871782,-105.0770113,"Big Ten","Urbana–Champaign[n 11], IL",40.1117174,-88.207301
"244","colorado state rams","kansas jayhawks",0,0,1,"Mountain West","Fort Collins, CO",40.5871782,-105.0770113,"Big 12","Lawrence, KS",38.9719384,-95.2359496
"245","columbia lions","penn state nittany lions",0,0,1,"Ivy","New York, New York",40.7127281,-74.0060152,"Big Ten","University Park[n 20], PA",34.7406465,-86.6230495
"246","dartmouth big green","colorado buffaloes",0,0,1,"Ivy","Hanover, New Hampshire",43.703622,-72.288666,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"247","east carolina pirates","houston cougars",0,0,1,"American","Greenville, NC",35.613224,-77.3724593,"Big 12","Houston, TX",29.7589382,-95.3676974
"248","east carolina pirates","oregon ducks",0,0,1,"American","Greenville, NC",35.613224,-77.3724593,"Pac-12[n 19]","Eugene, OR",44.0505054,-123.0950506
"249","eastern michigan eagles","missouri tigers",0,0,1,"MAC","Ypsilanti, MI",42.2410562,-83.613055,"SEC","Columbia, MO",38.951883,-92.3337366
"250","elon phoenix","pittsburgh panthers",0,0,1,"CAA","Elon, North Carolina",36.1029132,-79.5066895,"ACC","Pittsburgh[n 21], PA",40.4416941,-79.9900861
"251","florida atlantic owls","ole miss rebels",0,0,1,"American","Boca Raton, FL",26.3586885,-80.0830984,"SEC","University[n 18], MS",43.7978613,-79.3919089889469
"252","florida atlantic owls","penn state nittany lions",0,0,1,"American","Boca Raton, FL",26.3586885,-80.0830984,"Big Ten","University Park[n 20], PA",34.7406465,-86.6230495
"253","florida gators","missouri tigers",0,0,1,"SEC","Gainesville, FL",29.6519684,-82.3249846,"SEC","Columbia, MO",38.951883,-92.3337366
"254","florida gators","tcu horned frogs",0,0,1,"SEC","Gainesville, FL",29.6519684,-82.3249846,"Big 12","Fort Worth, TX",32.753177,-97.3327459
"255","florida state seminoles","colorado buffaloes",0,0,2,"ACC","Tallahassee, FL",30.4380832,-84.2809332,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"256","florida state seminoles","north carolina tar heels",0,0,1,"ACC","Tallahassee, FL",30.4380832,-84.2809332,"ACC","Chapel Hill, NC",35.9131542,-79.05578
"257","florida state seminoles","toledo rockets",0,0,1,"ACC","Tallahassee, FL",30.4380832,-84.2809332,"MAC","Toledo, OH",41.6529143,-83.5378173
"258","fresno state bulldogs","oregon ducks",0,0,1,"Mountain West","Fresno, CA",36.7295295,-119.708861260756,"Pac-12[n 19]","Eugene, OR",44.0505054,-123.0950506
"259","furman paladins","coastal carolina chanticleers",0,0,1,"Southern","Greenville, South Carolina",34.851354,-82.3984882,"Sun Belt","Conway, SC",33.8360035,-79.0478143
"260","georgia bulldogs","georgia tech yellow jackets",0,0,1,"SEC","Athens, GA",33.9597677,-83.376398,"ACC","Atlanta, GA",33.7489924,-84.3902644
"261","georgia bulldogs","louisville cardinals",0,0,1,"SEC","Athens, GA",33.9597677,-83.376398,"ACC","Louisville, KY",38.2542376,-85.759407
"262","georgia bulldogs","mississippi state bulldogs",0,0,1,"SEC","Athens, GA",33.9597677,-83.376398,"SEC","Mississippi State[n 14], MS",30.3818646,-89.0439248
"263","georgia southern eagles","kentucky wildcats",0,0,1,"Sun Belt","Statesboro, GA",32.4490141,-81.7832912,"SEC","Lexington, KY",38.0464066,-84.4970393
"264","georgia southern eagles","virginia tech hokies",0,0,1,"Sun Belt","Statesboro, GA",32.4490141,-81.7832912,"ACC","Blacksburg, VA",37.2296566,-80.4136767
"265","georgia southern eagles","west virginia mountaineers",0,0,1,"Sun Belt","Statesboro, GA",32.4490141,-81.7832912,"Big 12","Morgantown, WV",39.6296809,-79.9559437
"266","georgia state panthers","north carolina tar heels",0,0,1,"Sun Belt","Atlanta, GA",33.7489924,-84.3902644,"ACC","Chapel Hill, NC",35.9131542,-79.05578
"267","georgia state panthers","west virginia mountaineers",0,0,1,"Sun Belt","Atlanta, GA",33.7489924,-84.3902644,"Big 12","Morgantown, WV",39.6296809,-79.9559437
"268","hawaii rainbow warriors","san jose state spartans",0,0,1,"Mountain West[n 9]","Honolulu, HI",21.304547,-157.855676,"Mountain West","San Jose, CA",37.3361663,-121.890591
"269","houston cougars","colorado buffaloes",0,0,1,"Big 12","Houston, TX",29.7589382,-95.3676974,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"270","houston cougars","florida gators",0,0,1,"Big 12","Houston, TX",29.7589382,-95.3676974,"SEC","Gainesville, FL",29.6519684,-82.3249846
"271","houston cougars","louisville cardinals",0,0,1,"Big 12","Houston, TX",29.7589382,-95.3676974,"ACC","Louisville, KY",38.2542376,-85.759407
"272","houston cougars","missouri tigers",0,0,1,"Big 12","Houston, TX",29.7589382,-95.3676974,"SEC","Columbia, MO",38.951883,-92.3337366
"273","illinois fighting illini","smu mustangs",0,0,1,"Big Ten","Urbana–Champaign[n 11], IL",40.1117174,-88.207301,"American","Dallas[n 23], TX",32.7762719,-96.7968559
"274","incarnate word cardinals","texas state bobcats",0,0,2,"Southland","San Antonio, Texas",29.4246002,-98.4951405,"Sun Belt","San Marcos, TX",29.8826436,-97.9405828
"275","indiana hoosiers","tennessee volunteers",0,0,1,"Big Ten","Bloomington, IN",39.1670396,-86.5342881,"SEC","Knoxville, TN",35.9603948,-83.9210261
"276","iowa hawkeyes","oregon ducks",0,0,1,"Big Ten","Iowa City, IA",41.6612561,-91.5299106,"Pac-12[n 19]","Eugene, OR",44.0505054,-123.0950506
"277","iowa hawkeyes","wyoming cowboys",0,0,1,"Big Ten","Iowa City, IA",41.6612561,-91.5299106,"Mountain West","Laramie, WY",41.311367,-105.591101
"278","iowa state cyclones","bowling green falcons",0,0,1,"Big 12","Ames, IA",42.0267567,-93.6170448,"MAC","Bowling Green, OH",41.3747744,-83.6513229
"279","jackson state tigers","missouri tigers",0,0,1,"SWAC","Jackson, Mississippi",32.2998686,-90.1830408,"SEC","Columbia, MO",38.951883,-92.3337366
"280","jackson state tigers","new mexico state aggies",0,0,1,"SWAC","Jackson, Mississippi",32.2998686,-90.1830408,"C-USA","Las Cruces, NM",32.3140354,-106.779807
"281","james madison dukes","ole miss rebels",0,0,1,"Sun Belt","Harrisonburg, VA",38.4493315,-78.8688833,"SEC","University[n 18], MS",43.7978613,-79.3919089889469
"282","kansas jayhawks","vanderbilt commodores",0,0,1,"Big 12","Lawrence, KS",38.9719384,-95.2359496,"SEC","Nashville, TN",36.1622767,-86.7742984
"283","kent state golden flashes","ball state cardinals",0,0,1,"MAC","Kent, OH",41.1513108,-81.3578047,"MAC","Muncie, IN",40.1936892,-85.3865271
"284","kent state golden flashes","colorado buffaloes",0,0,2,"MAC","Kent, OH",41.1513108,-81.3578047,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
"285","kent state golden flashes","ohio state buckeyes",0,0,1,"MAC","Kent, OH",41.1513108,-81.3578047,"Big Ten","Columbus, OH",39.9622601,-83.0007065
"286","kent state golden flashes","ucla bruins",0,0,1,"MAC","Kent, OH",41.1513108,-81.3578047,"Pac-12[n 19]","Los Angeles, CA",34.0536909,-118.242766
"287","kent state golden flashes","west virginia mountaineers",0,0,1,"MAC","Kent, OH",41.1513108,-81.3578047,"Big 12","Morgantown, WV",39.6296809,-79.9559437
"288","kentucky wildcats","florida gators",0,0,1,"SEC","Lexington, KY",38.0464066,-84.4970393,"SEC","Gainesville, FL",29.6519684,-82.3249846
"289","kentucky wildcats","georgia southern eagles",0,0,1,"SEC","Lexington, KY",38.0464066,-84.4970393,"Sun Belt","Statesboro, GA",32.4490141,-81.7832912
"290","kentucky wildcats","mississippi state bulldogs",0,0,1,"SEC","Lexington, KY",38.0464066,-84.4970393,"SEC","Mississippi State[n 14], MS",30.3818646,-89.0439248
"291","liberty flames","baylor bears",0,0,1,"C-USA","Lynchburg, VA",37.4137536,-79.1422464,"Big 12","Waco, TX",31.5491899,-97.1474628
"292","liberty flames","smu mustangs",0,0,1,"C-USA","Lynchburg, VA",37.4137536,-79.1422464,"American","Dallas[n 23], TX",32.7762719,-96.7968559
"293","louisiana tech bulldogs","arkansas razorbacks",0,0,1,"C-USA","Ruston, LA",32.5232053,-92.637927,"SEC","Fayetteville, AR",36.0625843,-94.1574328
"294","louisiana tech bulldogs","tulane green wave",0,0,1,"C-USA","Ruston, LA",32.5232053,-92.637927,"American","New Orleans, LA",29.9759983,-90.0782127
"295","louisville cardinals","cincinnati bearcats",0,0,1,"ACC","Louisville, KY",38.2542376,-85.759407,"Big 12","Cincinnati, OH",39.1014537,-84.5124602
"296","louisville cardinals","colorado buffaloes",0,0,1,"ACC","Louisville, KY",38.2542376,-85.759407,"Pac-12[n 3]","Boulder, CO",40.0149856,-105.270545
